Account_Name,Account_ccrz_E_AccountGroupZZc,CreatedDate,Id,IsDeleted,LastActivityDate,LastModifiedDate,LastReferencedDate,LastViewedDate,Name,SystemModstamp,ccrz_AccountZZc,ccrz_AdjustmentAmountZZc,ccrz_AdjustmentReasonZZc,ccrz_BuyerCompanyNameZZc,ccrz_BuyerEmailZZc,ccrz_BuyerFirstNameZZc,ccrz_BuyerLastNameZZc,ccrz_BuyerMobilePhoneZZc,ccrz_BuyerPhoneZZc,ccrz_CCEmailAddressZZc,ccrz_ContactZZc,ccrz_ContractIdZZc,ccrz_CurrencyISOCodeZZc,ccrz_EffectiveAccountIDZZc,ccrz_EncryptedIdZZc,ccrz_ExtCarrierZZc,ccrz_ExtShipTrackNoZZc,ccrz_IsAnonymousZZc,ccrz_NameZZc,ccrz_NoteZZc,ccrz_OrderDateZZc,ccrz_OrderIdZZc,ccrz_OrderNameZZc,ccrz_OrderNumberZZc,ccrz_OrderStatusZZc,ccrz_PONumberZZc,ccrz_PaymentMethodZZc,ccrz_RequestDateZZc,ccrz_ShipAmountZZc,ccrz_ShipCompleteZZc,ccrz_ShipDiscountAmountZZc,ccrz_ShipMethodZZc,ccrz_ShipStructureZZc,ccrz_SkipTaxZZc,ccrz_SplitProcessedZZc,ccrz_StorefrontZZc,ccrz_SubtotalAmountZZc,ccrz_TaxAmountZZc,ccrz_TaxExemptFlagZZc,ccrz_TaxSubTotalAmountZZc,ccrz_TotalAmountZZc,ccrz_TotalDiscountZZc,ccrz_TotalSurchargeZZc,ccrz_VerifyExemptionFlagZZc
NTO San Francisco,a7H3A00001p0Ma6UAE,2020-04-14T14:25:48.000Z,a7y3A0000008RVrQAM,false,,2020-04-14T14:25:48.000Z,,,O-0000000604,2020-04-14T14:25:48.000Z,0013A00001gycIMQAY,,,,obuyer@example.com,Olivia,Buyer,,1(415)555-1212,,0033A00002XjFJPQA3,,USD,,a56ca0a3-ddac-4ad7-8e16-fbfbcb43b9bf,,,false,New Cart,,2019-06-27,,O-0000000604,1000604,Order Submitted,,,,30.75,false,,,LLI,false,false,AlpinePartner,26.39,,false,26.39,57.14,,,false
NTO Store - Presidio,a7H3A00001p0Ma6UAE,2020-04-14T14:25:48.000Z,a7y3A0000008RVsQAM,false,,2020-04-14T14:25:48.000Z,,,O-0000000282,2020-04-14T14:25:48.000Z,0013A00001gycIOQAY,,,,khuebner@example.com,Olivia,Buyer,,(415)555-1212,,0033A00002XjFJPQA3,,USD,,3f523593-ffe3-493d-9332-4da2576d5a23,,,false,New Cart,,2018-06-12,,O-0000000282,1000282,Order Submitted,,,,,false,,,LLI,false,false,AlpinePartner,232.86,,false,232.86,232.86,,,false
NTO San Francisco,a7H3A00001p0Ma6UAE,2020-04-14T14:25:48.000Z,a7y3A0000008RVtQAM,false,,2020-04-14T14:25:48.000Z,,,O-0000000283,2020-04-14T14:25:48.000Z,0013A00001gycIMQAY,,,,khuebner@example.com,Olivia,Buyer,,(415)555-1212,,0033A00002XjFJPQA3,,USD,,1f929f7a-dec0-4625-9ba3-5ebaf09b5e74,,,false,New Cart,,2018-06-12,,O-0000000283,1000283,Order Submitted,,,,,false,,,LLI,false,false,AlpinePartner,1707.66,,false,1707.66,1707.66,,,false
NTO San Francisco,a7H3A00001p0Ma6UAE,2020-04-14T14:25:48.000Z,a7y3A0000008RVuQAM,false,,2020-04-14T14:25:48.000Z,,,O-0000000284,2020-04-14T14:25:48.000Z,0013A00001gycIMQAY,,,,khuebner@example.com,Olivia,Buyer,,(415)555-1212,,0033A00002XjFJPQA3,,USD,,97015cc9-192d-454f-b0bc-fdbcba2548d6,,,false,New Cart,,2018-07-31,,O-0000000284,1000284,Order Submitted,,,,,false,,,LLI,false,false,NTOFranchise,9840,,false,9840,9840,,,false
NTO San Francisco,a7H3A00001p0Ma6UAE,2020-04-14T14:25:48.000Z,a7y3A0000008RVvQAM,false,,2020-04-14T14:25:48.000Z,,,O-0000000285,2020-04-14T14:25:48.000Z,0013A00001gycIMQAY,,,,khuebner@example.com,Olivia,Buyer,,(415)555-1212,,0033A00002XjFJPQA3,,USD,,5d89f7ba-6bc7-47d5-af31-eb949b6e31c4,,,false,New Cart,,2018-08-02,,O-0000000285,1000285,Order Submitted,,,,,false,,,LLI,false,false,NTOFranchise,45236,,false,45236,45236,,,false
NTO San Francisco,a7H3A00001p0Ma6UAE,2020-04-14T14:25:48.000Z,a7y3A0000008RVwQAM,false,,2020-04-14T14:25:48.000Z,,,O-0000000286,2020-04-14T14:25:48.000Z,0013A00001gycIMQAY,,,,khuebner@example.com,Olivia,Buyer,,(415)555-1212,,0033A00002XjFJPQA3,,USD,,b769dc85-b2c7-4a92-8435-4f722f0d8b5b,,,false,New Cart,,2018-08-02,,O-0000000286,1000286,Order Submitted,,,,,false,,,LLI,false,false,NTOFranchise,6840,,false,6840,6840,,,false
Alpine Nutrition,a7H3A00001p0Ma6UAE,2020-04-14T14:25:48.000Z,a7y3A0000008RVxQAM,false,,2020-04-14T14:25:48.000Z,,,O-0000000000,2020-04-14T14:25:48.000Z,0013A00001gycIvQAI,,,,,,,,,,0033A00002XjFJOQA3,,USD,,e1cd6507-834e-426b-b6bf-2d9a6695c20e,,,false,clone-New Cart,,2017-12-10,,O-0000000000,1000000,Order Submitted,,,,,false,,,,false,false,AlpinePartner,30,,false,30,30,,,false
NTO Store - Presidio,a7H3A00001p0Ma6UAE,2020-04-14T14:25:48.000Z,a7y3A0000008RVyQAM,false,,2020-04-14T14:25:48.000Z,,,O-0000000001,2020-04-14T14:25:48.000Z,0013A00001gycIOQAY,,,,olivia@nto.com,Olivia,Buyer,,(415)555-1212,,0033A00002XjFJPQA3,,USD,,a5e98584-b073-4eda-8a53-b2d0c12984d2,,,false,New Cart,,2018-01-09,,O-0000000001,1000001,Cancelled,,,,,false,,,LLI,false,false,AlpinePartner,1390,,false,1390,1390,,,false
Sure Store - Benton,a7H3A00001p0Ma4UAE,2020-04-14T14:25:48.000Z,a7y3A0000008RVzQAM,false,,2020-04-14T14:25:48.000Z,,,O-0000000002,2020-04-14T14:25:48.000Z,0013A00001gycHmQAI,,,,evan.harris@example.com,Chris,Cloud,,(345) 656-4565,,0033A00002XjFJOQA3,,USD,,175bb226-f2c7-4533-8cd4-e465f9b8e6af,,,false,New Cart,,2018-01-09,,O-0000000002,1000002,Order Submitted,,,,,false,,,LLI,false,false,AlpinePartner,104.25,,false,104.25,104.25,,,false
Sure Store - Benton,a7H3A00001p0Ma4UAE,2020-04-14T14:25:48.000Z,a7y3A0000008RW0QAM,false,,2020-04-14T14:25:48.000Z,,,O-0000000003,2020-04-14T14:25:48.000Z,0013A00001gycHmQAI,,,,evan.harris@example.com,Chris,Cloud,,(345) 656-4565,,0033A00002XjFJOQA3,,USD,,9589a671-6e54-41fa-9aac-c42959260f73,,,false,New Cart,,2018-01-09,,O-0000000003,1000003,Order Submitted,,,,,false,,,LLI,false,false,AlpinePartner,125.26,,false,125.26,125.26,,,false
Sure Store - Benton,a7H3A00001p0Ma4UAE,2020-04-14T14:25:48.000Z,a7y3A0000008RW1QAM,false,,2020-04-14T14:25:48.000Z,,,O-0000000004,2020-04-14T14:25:48.000Z,0013A00001gycHmQAI,,,,evan.harris@example.com,Chris,Cloud,,(345) 656-4565,,0033A00002XjFJOQA3,,USD,,a9935a2f-69f5-40d3-bb6d-e5dd44a28727,,,false,New Cart,,2018-01-09,,O-0000000004,1000004,Order Submitted,,,,,false,,,LLI,false,false,AlpinePartner,417,,false,417,417,,,false
NTO Store - Presidio,a7H3A00001p0Ma6UAE,2020-04-14T14:25:48.000Z,a7y3A0000008RW2QAM,false,,2020-04-14T14:25:48.000Z,,,O-0000000006,2020-04-14T14:25:48.000Z,0013A00001gycIOQAY,,,,olivia@nto.com,Olivia,Buyer,,(415)555-1212,,0033A00002XjFJPQA3,,USD,,a6621298-e14c-4336-8c73-464e2a9186d5,,,false,New Cart,,2018-01-12,,O-0000000006,1000006,Completed,,,,,false,,,LLI,false,false,AlpinePartner,1390,,false,1390,1390,,,false
NTO Store - Presidio,a7H3A00001p0Ma6UAE,2020-04-14T14:25:48.000Z,a7y3A0000008RW3QAM,false,,2020-04-14T14:25:48.000Z,,,O-0000000007,2020-04-14T14:25:48.000Z,0013A00001gycIOQAY,,,,olivia@nto.com,Olivia,Buyer,,(415)555-1212,,0033A00002XjFJPQA3,,USD,,25d09cba-980f-45c8-a9a1-33b68e0c382f,,,false,New Cart,,2018-01-13,,O-0000000007,1000007,Order Submitted,,,,,false,,,LLI,false,false,AlpinePartner,547.99,,false,547.99,547.99,,,false
NTO San Francisco,a7H3A00001p0Ma6UAE,2020-04-14T14:25:48.000Z,a7y3A0000008RW4QAM,false,,2020-04-14T14:25:48.000Z,,,O-0000000296,2020-04-14T14:25:48.000Z,0013A00001gycIMQAY,,,,khuebner@example.com,Olivia,Buyer,,(415)555-1212,,0033A00002XjFJPQA3,,USD,,5bc4fa85-5672-4153-9bef-22a942afd8c4,,,false,New Cart,,2018-08-24,,O-0000000296,1000296,Cancelled,,,,,false,,,LLI,false,false,AlpinePartner,14370,,false,14370,14370,,,false
NTO San Francisco,a7H3A00001p0Ma6UAE,2020-04-14T14:25:48.000Z,a7y3A0000008RW5QAM,false,,2020-04-14T14:25:48.000Z,,,O-0000000297,2020-04-14T14:25:48.000Z,0013A00001gycIMQAY,,,,khuebner@example.com,Olivia,Buyer,,(415)555-1212,,0033A00002XjFJPQA3,,USD,,60e6469e-d984-4dd1-83d2-dcb6eaf6587b,,,false,New Cart,,2018-08-24,,O-0000000297,1000297,Completed,,,,,false,,,LLI,false,false,AlpinePartner,63600,,false,63600,63600,,,false
NTO San Francisco,a7H3A00001p0Ma6UAE,2020-04-14T14:25:48.000Z,a7y3A0000008RW6QAM,false,,2020-04-14T14:25:48.000Z,,,O-0000000318,2020-04-14T14:25:48.000Z,0013A00001gycIMQAY,,,,obuyer@example.com,Olivia,Buyer,,(415)555-1212,,0033A00002XjFJPQA3,,USD,,1bfd5c59-4495-48da-9375-0c623aaff75f,,,false,NTO - Walnut Creek,,2018-08-31,,O-0000000318,1000318,Completed,,,,,false,,,LLI,false,false,AlpinePartner,347.9,,false,347.9,347.9,,,false
NTO San Francisco,a7H3A00001p0Ma6UAE,2020-04-14T14:25:48.000Z,a7y3A0000008RW7QAM,false,,2020-04-14T14:25:48.000Z,,,O-0000000320,2020-04-14T14:25:48.000Z,0013A00001gycIMQAY,,,,obuyer@example.com,Olivia,Buyer,,(415)555-1212,,0033A00002XjFJPQA3,,USD,,798d0c3f-cde0-4438-8a16-38d52afc305d,,,false,clone-NTO - Walnut Creek,,2018-09-10,,O-0000000320,1000320,Shipped,,,,,false,,,LLI,false,false,AlpinePartner,3451.82,,false,3451.82,3451.82,,,false
NTO San Francisco,a7H3A00001p0Ma6UAE,2020-04-14T14:25:48.000Z,a7y3A0000008RW8QAM,false,,2020-04-14T14:25:48.000Z,,,O-0000000321,2020-04-14T14:25:48.000Z,0013A00001gycIMQAY,,,,obuyer@example.com,Olivia,Buyer,,(415)555-1212,,0033A00002XjFJPQA3,,USD,,d9d01ca2-f97e-4bf4-b6bd-9f3c9db7b933,,,false,clone-NTO - Walnut Creek,,2018-09-14,,O-0000000321,1000321,Order Submitted,,,,,false,,,LLI,false,false,AlpinePartner,347.9,,false,347.9,347.9,,,false
NTO San Francisco,a7H3A00001p0Ma6UAE,2020-04-14T14:25:48.000Z,a7y3A0000008RW9QAM,false,,2020-04-14T14:25:48.000Z,,,O-0000000322,2020-04-14T14:25:48.000Z,0013A00001gycIMQAY,,,,obuyer@example.com,Olivia,Buyer,,(415)555-1212,,0033A00002XjFJPQA3,,USD,,134839c1-e367-4964-8071-66430081b069,,,false,New Cart,,2018-10-08,,O-0000000322,1000322,Cancel Submitted,,,,,false,,,LLI,false,false,AlpinePartner,1234,,false,1234,1234,,,false
NTO San Francisco,a7H3A00001p0Ma6UAE,2020-04-14T14:25:48.000Z,a7y3A0000008RWAQA2,false,,2020-04-14T14:25:48.000Z,,,O-0000000323,2020-04-14T14:25:48.000Z,0013A00001gycIMQAY,,,,obuyer@example.com,Olivia,Buyer,,(415)555-1212,,0033A00002XjFJPQA3,,USD,,dc4514e8-ac59-4b27-9a15-9fd4bb38a3a5,,,false,New Cart,,2018-10-10,,O-0000000323,1000323,Shipped,,,,,false,,,LLI,false,false,AlpinePartner,3150,,false,3150,3150,,,false
NTO San Francisco,a7H3A00001p0Ma6UAE,2020-04-14T14:25:48.000Z,a7y3A0000008RWBQA2,false,,2020-04-14T14:25:48.000Z,,,O-0000000324,2020-04-14T14:25:48.000Z,0013A00001gycIMQAY,,,,obuyer@example.com,Olivia,Buyer,,(415)555-1212,,0033A00002XjFJPQA3,,USD,,b72ff7fd-db84-4982-ba86-b27af0e4e4e3,,,false,New Cart,,2018-10-12,,O-0000000324,1000324,Order Submitted,,,,,false,,,LLI,false,false,AlpinePartner,38170,,false,38170,38170,,,false
NTO San Francisco,a7H3A00001p0Ma6UAE,2020-04-14T14:25:48.000Z,a7y3A0000008RWCQA2,false,,2020-04-14T14:25:48.000Z,,,O-0000000325,2020-04-14T14:25:48.000Z,0013A00001gycIMQAY,,,,obuyer@example.com,Olivia,Buyer,,(415)555-1212,,0033A00002XjFJPQA3,,USD,,74bd9434-a9e6-4c7d-8956-c0a12997cb54,,,false,New Cart,,2018-10-12,,O-0000000325,1000325,Order Submitted,,,,,false,,,LLI,false,false,AlpinePartner,5285,,false,5285,5285,,,false
NTO San Francisco,a7H3A00001p0Ma6UAE,2020-04-14T14:25:48.000Z,a7y3A0000008RWDQA2,false,,2020-04-14T14:25:48.000Z,,,O-0000000326,2020-04-14T14:25:48.000Z,0013A00001gycIMQAY,,,,obuyer@example.com,Olivia,Buyer,,(415)555-1212,,0033A00002XjFJPQA3,,USD,,e26cccec-3789-49c8-ac89-5f8ceae765b7,,,false,New Cart,,2018-11-21,,O-0000000326,1000326,Order Submitted,,,,,false,,,LLI,false,false,AlpinePartner,5112,,false,5112,5112,,,false
NTO San Francisco,a7H3A00001p0Ma6UAE,2020-04-14T14:25:48.000Z,a7y3A0000008RWEQA2,false,,2020-04-14T14:25:48.000Z,,,O-0000000327,2020-04-14T14:25:48.000Z,0013A00001gycIMQAY,,,,obuyer@example.com,Olivia,Buyer,,(415)555-1212,,0033A00002XjFJPQA3,,USD,,388a9635-c1f1-47dc-beb3-0909bc092f2d,,,false,New Cart,,2019-03-29,,O-0000000327,1000327,Order Submitted,,,,,false,,,LLI,false,false,AlpinePartner,2538.7,,false,2538.7,2538.7,,,false
NTO San Francisco,a7H3A00001p0Ma6UAE,2020-04-14T14:25:48.000Z,a7y3A0000008RWFQA2,false,,2020-04-14T14:25:48.000Z,,,O-0000000328,2020-04-14T14:25:48.000Z,0013A00001gycIMQAY,,,,obuyer@example.com,Olivia,Buyer,,(415)555-1212,,0033A00002XjFJPQA3,,USD,,740e149c-ea09-44cb-af5f-b629b06c2cf4,,,false,New Cart,,2019-03-29,,O-0000000328,1000328,Order Submitted,,,,,false,,,LLI,false,false,AlpinePartner,464.71,,false,464.71,464.71,,,false
NTO San Francisco,a7H3A00001p0Ma6UAE,2020-04-14T14:25:48.000Z,a7y3A0000008RWGQA2,false,,2020-04-14T14:25:48.000Z,,,O-0000000329,2020-04-14T14:25:48.000Z,0013A00001gycIMQAY,,,,obuyer@example.com,Olivia,Buyer,,(415)555-1212,,0033A00002XjFJPQA3,,USD,,b6e30125-ffbf-43c9-ba9d-51d3460b92c2,,,false,New Cart,,2019-03-29,,O-0000000329,1000329,Order Submitted,,,,,false,,,LLI,false,false,NTOFranchise,1588.4,,false,1588.4,1588.4,,,false
